Neat1,9518.2905302227,2.2907905428,0.0829663514,27.6110797304,8.19166993687851E-168,9.71859721311266E-164
Nr4a3,9209.0328228618,1.5573764353,0.0721161301,21.5953966653,1.9843305438375E-103,1.17710487860441E-99
Nfkbid,6435.4855756955,1.5898475275,0.0770943108,20.622112203,1.73802576236772E-94,6.87331254824355E-91
Fosl2,4140.2744424906,1.7746589864,0.0891074044,19.9159542242,2.95959939895504E-88,8.77817181730065E-85
Nr4a1,13837.077821559,1.4040146694,0.0714206426,19.6583875326,4.90056864643483E-86,1.16280692842606E-82
Tkt,4363.2441979947,-1.4889082825,0.084894607,-17.5383141022,7.30629554033396E-69,1.4446981715087E-65
Ccr7,9107.1173766873,-1.3697483684,0.0806988357,-16.9735827946,1.28826790083825E-64,2.18343005364929E-61
Med14,3584.8163536772,1.3993028002,0.0831952658,16.8195003164,1.75633797629329E-63,2.60464921884294E-60
Macf1,14792.2694006325,1.1482647993,0.0685428132,16.7525192743,5.42782139582485E-63,7.15507478222955E-60
Spag9,5601.6751956611,1.2609125842,0.0761298476,16.5626574023,1.29735280260297E-61,1.53917936500816E-58
4932438A13Rik,7484.7798835623,1.1477747117,0.0731323415,15.694488759,1.64966301781191E-55,1.77923654939278E-52
Egr1,1191.0090600394,1.8522844064,0.1208596666,15.3259102779,5.1330382532021E-53,5.07486381966581E-50
Lad1,6040.0400409707,-1.5874643961,0.1038918254,-15.2799740489,1.0398212105825E-52,9.48956834026983E-50
Inpp5d,2380.1829124638,1.5035533329,0.1010136659,14.8846526843,4.14634037465472E-50,3.51372730035026E-47
Cct6a,5436.1405973078,-1.1748150435,0.0798018452,-14.7216526266,4.6807986660146E-49,3.70219969157314E-46
Cct5,7042.4808529889,-1.0655427586,0.0765616109,-13.9174547945,4.96263685673091E-44,3.67979522926597E-41
Arl5b,1917.3623241082,1.5201929408,0.1101074348,13.8064513452,2.33031463582595E-43,1.62628546114347E-40
Fkbp4,2860.6108207327,-1.2360896371,0.0900429198,-13.7277827003,6.92196180702543E-43,4.56234193769721E-40
Chd2,4520.1783809092,1.21967107,0.0892247974,13.6696423524,1.54150960220467E-42,9.62551048450324E-40
Arhgap15,912.0213134291,1.7554300638,0.1285125312,13.6596022771,1.76947539742285E-42,1.04965280575123E-39
Mthfd1,2078.6326066186,-1.5502364531,0.1143486285,-13.5571057904,7.19182006529564E-42,4.06303586926988E-39
Elmsan1,1978.9036320446,1.5516950929,0.1160225542,13.3740814813,8.57058852129369E-41,4.62188464621038E-38
Nr4a2,911.9376392846,1.7667592577,0.1325708486,13.3269061513,1.61455646411898E-40,8.32830343056851E-38
Ppa1,1361.1994571586,-1.5724722556,0.1190087749,-13.2130782581,7.3745778691555E-40,3.64549965998587E-37
Ubtf,1910.0887061742,-1.2678100823,0.0960635755,-13.1976149656,9.05570301251598E-40,4.29747442161958E-37
Shmt2,1725.5672678108,-1.4257220174,0.1092623736,-13.0486092342,6.47180419157792E-39,2.95313403572617E-36
Itpkb,2683.6902172742,1.1931111287,0.0916270117,13.0213908206,9.2471108726441E-39,4.06324901455739E-36
Nefh,386.9248076126,-2.2717487443,0.1750640877,-12.9766691404,1.6594153746399E-38,7.03118000168848E-36
Ebna1bp2,1613.9502145324,-1.2965072553,0.1012477102,-12.8052995252,1.53133797097053E-37,6.26475644399804E-35
Dock2,6946.592754717,0.9587339337,0.0749841422,12.7858225074,1.96769997275035E-37,7.78159749223671E-35
Cct8,5752.5103019544,-0.9820818227,0.0769288326,-12.7661084923,2.53515711330117E-37,9.70229161038875E-35
Chd7,3955.4969272201,1.0112674991,0.0794437567,12.7293514475,4.06199191597921E-37,1.50598350284929E-34
Samd9l,1260.0924972352,1.3583894884,0.106774967,12.7219846218,4.46376780109367E-37,1.60479215733865E-34
Rel,4913.0314476405,1.0929270808,0.0861033601,12.6931989575,6.44966175808848E-37,2.25055256170476E-34
Slc29a1,1144.3373406353,-1.3821245694,0.1092373536,-12.652490418,1.08383865618819E-36,3.67390337629047E-34
Pa2g4,1269.2185602673,-1.543385755,0.1220954259,-12.6408155207,1.25742928591307E-36,4.14392806890907E-34
Zbtb20,782.6742889197,1.6028748187,0.127375599,12.5838451937,2.59104152377466E-36,8.30813963190881E-34
Pde2a,467.8569620734,2.1152370367,0.1694246142,12.484827231,9.0339222773283E-36,2.8204856289006E-33
Rpn1,2305.4419855222,-1.1301695642,0.0910136163,-12.4175877222,2.09792203316908E-35,6.38198641064562E-33
Gart,2804.7127663966,-1.234479559,0.1006109751,-12.2698299797,1.31529243439104E-34,3.90115736040382E-32
